power_factor,bus,scenario,t,lhs,q_e_sum,path_len
0.850241,15,summer,6,0.02938160205626351,17.11313222338308,15
0.850241,16,summer,6,0.02982514628691713,17.2006509839117,16
0.850241,17,summer,6,0.02999301473636322,17.25887966689436,17
0.850241,18,summer,6,0.0012979630318768953,3.6575188788427226,2
0.850241,19,summer,6,0.0022667500126337115,3.832705543508883,3
0.850241,20,summer,6,0.0024427032605222913,3.94922452210564,4
0.850241,21,summer,6,0.002595045939138329,4.007465513821319,5
0.850241,22,summer,6,0.007878373740634149,7.182795915077957,3
0.850241,23,summer,6,0.0098377575046679,7.767895127850867,4
0.850241,24,summer,6,0.010817731338989285,8.059526511835253,5
0.850241,25,summer,6,0.021045064587264715,14.726805252330722,6
0.850241,26,summer,6,0.02252302715077458,16.08536434811977,7
0.850241,27,summer,6,0.027890371582918794,17.406589095965895,8
0.850241,28,summer,6,0.031897262697265366,18.693099352856656,9
0.850241,29,summer,6,0.034234130136468074,19.873909260054795,10
0.850241,30,summer,6,0.035402661937975095,20.18052140652786,11
0.850241,31,summer,6,0.03565111498989007,20.38439118632509,12
0.850241,32,summer,6,0.035729092135642834,20.442608109763768,13
0.850241,1,summer,7,0.0012182687072672274,3.604570137777864,1
0.850241,2,summer,7,0.007130811077618552,6.867780463161289,2
0.850241,3,summer,7,0.01052403018830451,9.359570095758723,3
0.850241,4,summer,7,0.013896478336079947,11.722561232045901,4
0.850241,5,summer,7,0.021030659293190465,14.033657089006192,5
0.850241,6,summer,7,0.021598189968333324,14.825152944778122,6
0.850241,7,summer,7,0.023332438234645092,15.459653355799635,7
0.850241,8,summer,7,0.02524206097856987,15.940151012429054,8
0.850241,9,summer,7,0.02705679904413623,16.388171961655118,9
0.850241,10,summer,7,0.027375628633109144,16.804018530980454,10
0.850241,11,summer,7,0.02791602635744542,17.17385174595148,11
0.850241,12,summer,7,0.02972945736176519,17.489954451028822,12
0.850241,13,summer,7,0.0302853951695544,17.75120433082078,13
0.850241,14,summer,7,0.0306070817501462,17.889460174911285,14
0.850241,15,summer,7,0.03096821843661955,18.012219277058122,15
0.850241,16,summer,7,0.03143640948507501,18.10425153668723,16
0.850241,17,summer,7,0.031613602998910195,18.165476351465724,17
0.850241,18,summer,7,0.0013662591347100544,3.850101795668213,2
0.850241,19,summer,7,0.0023851994597083102,4.0343295895411275,3
0.850241,20,summer,7,0.002570268575579955,4.156847173913664,4
0.850241,21,summer,7,0.0027305062518384188,4.218085509877657,5
0.850241,22,summer,7,0.008294706476853589,7.561087193472237,3
0.850241,23,summer,7,0.01035730163608767,8.17644780820566,4
0.850241,24,summer,7,0.011389033179597111,8.483111737650512,5
0.850241,25,summer,7,0.02217229592115817,15.501896933732684,6
0.850241,26,summer,7,0.023730680118365047,16.931057348361083,7
0.850241,27,summer,7,0.02939059679083787,18.32090785184784,8
0.850241,28,summer,7,0.03361714755971019,19.673932869370066,9
0.850241,29,summer,7,0.03608266988312784,20.91559829131231,10
0.850241,30,summer,7,0.03731584338435936,21.23804004568006,11
0.850241,31,summer,7,0.03757805296514224,21.45240388001445,12
0.850241,32,summer,7,0.03766034863786398,21.51361564144447,13
0.850241,1,summer,8,0.0013152482342316005,3.8915097142328343,1
0.850241,2,summer,8,0.0077003251298145454,7.414792917915319,2
0.850241,3,summer,8,0.011368066603516948,10.104972790831333,3
0.850241,4,summer,8,0.015014852007684494,12.655801941935833,4
0.850241,5,summer,8,0.02273207957861337,15.150177458098339,5
0.850241,6,summer,8,0.02334649259504022,16.004011593712384,6
0.850241,7,summer,8,0.025224045083567025,16.688327957370852,7
0.850241,8,summer,8,0.0272924619823543,17.20661822311349,8
0.850241,9,summer,8,0.02925846979352029,17.68974615892477,9
0.850241,10,summer,8,0.029603935444186977,18.138064572600147,10
0.850241,11,summer,8,0.030189542191034455,18.53679390002693,11
0.850241,12,summer,8,0.03215500543531792,18.877612920237105,12
0.850241,13,summer,8,0.032757653830609065,19.159210800975387,13
0.850241,14,summer,8,0.03310641650668064,19.308230269411666,14
0.850241,15,summer,8,0.033497954817537305,19.440534349645166,15
0.850241,16,summer,8,0.03400559418824145,19.539719113015302,16
0.850241,17,summer,8,0.03419771222150146,19.60569038944722,17
0.850241,18,summer,8,0.0014747760994754295,4.156128727976993,2
0.850241,19,summer,8,0.0025732309707330757,4.3546848216526834,3
0.850241,20,summer,8,0.0027727540436499375,4.486705972830395,4
0.850241,21,summer,8,0.002945510363196023,4.552692786290027,5
0.850241,22,summer,8,0.008956595792166906,8.162235463935,3
0.850241,23,summer,8,0.011183197253033308,8.825567925264014,4
0.850241,24,summer,8,0.012297201854764638,9.156051804644319,5
0.850241,25,summer,8,0.02396760363429574,16.733517218853454,6
0.850241,26,summer,8,0.0256543406845795,18.274674771336066,7
0.850241,27,summer,8,0.03178131279603625,19.773380953920398,8
0.850241,28,summer,8,0.03635879168587115,21.231847200580212,9
0.850241,29,summer,8,0.03902997149214676,22.56994080180875,10
0.850241,30,summer,8,0.04036654338979788,22.917471262315228,11
0.850241,31,summer,8,0.040650760107096916,23.14846061108985,12
0.850241,32,summer,8,0.04073996460928186,23.214416634015976,13
0.850241,1,summer,9,0.0014412773217461748,4.264400097640491,1
0.850241,2,summer,9,0.008440851684486208,8.125730073981998,2
0.850241,3,summer,9,0.012466345174469963,11.073743594755285,3
0.850241,4,summer,9,0.01647097930397802,13.868626066849185,4
0.850241,5,summer,9,0.024949353900635594,16.601034981010116,5
0.850241,6,summer,9,0.0256250850944516,17.5357332272926,6
0.850241,7,summer,9,0.027690078823473102,18.284634646018404,7
0.850241,8,summer,9,0.029966428812238044,18.85193770710245,8
0.850241,9,summer,9,0.03213060234472409,19.38056548845932,9
0.850241,10,summer,9,0.032510975608763565,19.870942326764315,10
0.850241,11,summer,9,0.03315584513465717,20.307102700030207,11
0.850241,12,summer,9,0.03532067700622217,20.67994264738583,12
0.850241,13,summer,9,0.035984603875129674,20.987883804541447,13
0.850241,14,summer,9,0.03636889823192677,21.150837173931052,14
0.850241,15,summer,9,0.03680033349415056,21.295494740913725,15
0.850241,16,summer,9,0.0373597502072896,21.403935777100948,16
0.850241,17,summer,9,0.03757145598144069,21.47604684721201,17
0.850241,18,summer,9,0.0016157434003448061,4.553720696736857,2
0.850241,19,summer,9,0.0028171671169343973,4.770820947223323,3
0.850241,20,summer,9,0.0030354101635301322,4.915136521086234,4
0.850241,21,summer,9,0.0032243808129238305,4.987265899740475,5
0.850241,22,summer,9,0.00981709282140022,8.943284872527133,3
0.850241,23,summer,9,0.012256760912737091,9.668729583463927,4
0.850241,24,summer,9,0.013477701506564322,10.030035728917051,5
0.850241,25,summer,9,0.02630757921248921,18.333558290289915,6
0.850241,26,summer,9,0.028162104565779188,20.0198688492581,7
0.850241,27,summer,9,0.0348998363098805,21.659642616074535,8
0.850241,28,summer,9,0.03993671647861513,23.25462978625221,9
0.850241,29,summer,9,0.042877343855237254,24.71749723414569,10
0.850241,30,summer,9,0.04434951136002685,25.097502513848823,11
0.850241,31,summer,9,0.04466259308615623,25.34999943373448,12
0.850241,32,summer,9,0.04476085977035366,25.422092125230336,13
0.850241,1,summer,10,0.0015121121158825912,4.473983568131589,1
0.850241,2,summer,10,0.008857273760947196,8.525348598929774,2
0.850241,3,summer,10,0.013084340390115402,11.618287267438344,3
0.850241,4,summer,10,0.017290770800632543,14.550316134657383,4
0.850241,5,summer,10,0.0261986745263257,17.41644002290337,5
0.850241,6,summer,10,0.02690906624345448,18.396515019514084,6
0.850241,7,summer,10,0.029080018286441453,19.18164065002184,7
0.850241,8,summer,10,0.03147402637009055,19.776441671575395,8
0.850241,9,summer,10,0.03375037417073317,20.330581529082632,9
0.850241,10,summer,10,0.034150514369219634,20.844527719246944,10
0.850241,11,summer,10,0.034828949615992096,21.301666290872628,11
0.850241,12,summer,10,0.037106739361795635,21.69245446533451,12
0.850241,13,summer,10,0.03780539745813309,22.015152254070262,13
0.850241,14,summer,10,0.03820983600613428,22.18591038964514,14
0.850241,15,summer,10,0.03866389090603452,22.337486069357904,15
0.850241,16,summer,10,0.03925266696490786,22.451110346763503,16
0.850241,17,summer,10,0.039475478974189085,22.52665814342401,17
0.850241,18,summer,10,0.0016949466866973066,4.777136243495272,2
0.850241,19,summer,10,0.002954062454772238,5.004621315108059,3
0.850241,20,summer,10,0.003182795309619905,5.155819163211001,4
0.850241,21,summer,10,0.003380852148871375,5.231386895977665,5
0.850241,22,summer,10,0.010300905599899591,9.382190430655612,3
0.850241,23,summer,10,0.01286029218652894,10.14243103592083,4
0.850241,24,summer,10,0.014141344110590212,10.520994733822015,5
0.850241,25,summer,10,0.027626209749197054,19.232616556325315,6
0.850241,26,summer,10,0.02957553539327451,21.000315774791762,7
0.850241,27,summer,10,0.03665844870477263,22.71918048329832,8
0.850241,28,summer,10,0.041955218211051984,24.390648523288096,9
0.850241,29,summer,10,0.04504838655278884,25.923377244478193,10
0.850241,30,summer,10,0.04659738124703548,26.321570855333707,11
0.850241,31,summer,10,0.04692682017111491,26.586107363396817,12
0.850241,32,summer,10,0.047030222416802006,26.66163489209637,13
0.850241,1,summer,11,0.0015344459353086829,4.540064079011982,1
0.850241,2,summer,11,0.008988600493030342,8.651351443408132,2
0.850241,3,summer,11,0.013279296679678986,11.789985734490832,3
0.850241,4,summer,11,0.017549452350726146,14.765252611275892,4
0.850241,5,summer,11,0.02659304311631596,17.673525428243792,5
0.850241,6,summer,11,0.027314392640203654,18.667896569617646,6
0.850241,7,summer,11,0.029518843939962406,19.46443216613674,7
0.850241,8,summer,11,0.03195006767012994,20.06789572600057,8
0.850241,9,summer,11,0.03426190304128836,20.63007026935899,9
0.850241,10,summer,11,0.034668297786119254,21.151437342302096,10
0.850241,11,summer,11,0.03535735481956599,21.61518126620041,11
0.850241,12,summer,11,0.03767089551024008,22.011621074399393,12
0.850241,13,summer,11,0.03838054781227937,22.33896413012429,13
0.850241,14,summer,11,0.03879136387770301,22.51217906076907,14
0.850241,15,summer,11,0.03925258009763794,22.66593221971997,15
0.850241,16,summer,11,0.0398506518707516,22.78118786598644,16
0.850241,17,summer,11,0.040076980227140395,22.857817127402775,17
0.850241,18,summer,11,0.001719914916425272,4.847570223056861,2
0.850241,19,summer,11,0.0029971934195796015,5.078323888382419,3
0.850241,20,summer,11,0.003229228885746166,5.23168751746222,4
0.850241,21,summer,11,0.0034301464848193134,5.308337237863476,5
0.850241,22,summer,11,0.010453474280295465,9.520562322083435,3
0.850241,23,summer,11,0.013050601787826323,10.291756745484768,4
0.850241,24,summer,11,0.014350607495564225,10.675751757486776,5
0.850241,25,summer,11,0.02804248325818742,19.51604815563652,6
0.850241,26,summer,11,0.0300217732129431,21.30937968181069,7
0.850241,27,summer,11,0.037213806356639303,23.053152014029102,8
0.850241,28,summer,11,0.042592770552977964,24.748696550366525,9
0.850241,29,summer,11,0.045734199422225105,26.30341206749577,10
0.850241,30,summer,11,0.047307510031899175,26.707330765661446,11
0.850241,31,summer,11,0.04764212641825103,26.975655997318142,12
0.850241,32,summer,11,0.04774715422950618,27.052264375085926,13
0.850241,1,summer,12,0.0015251691261657558,4.512616185939633,1
0.850241,2,summer,12,0.008934049431266756,8.599013271202,2
0.850241,3,summer,12,0.013198311425460957,11.71866685876991,3
0.850241,4,summer,12,0.017441991672729813,14.675974144250775,4
0.850241,5,summer,12,0.02642920694772854,17.56674015992907,5
0.850241,6,summer,12,0.02714600319837315,18.55517373899903,6
0.850241,7,summer,12,0.029336534573601147,19.346970632101744,7
0.850241,8,summer,12,0.031752293091917454,19.946836460960064,8
0.850241,9,summer,12,0.03404938098665342,20.50567416466381,9
0.850241,10,summer,12,0.03445317648440216,21.023959427997184,10
0.850241,11,summer,12,0.03513781928071727,21.484960205340023,11
0.850241,12,summer,12,0.037436502141672885,21.879052919328522,12
0.850241,13,summer,12,0.03814158522507065,22.204466900275044,13
0.850241,14,summer,12,0.03854975072887669,22.37666158399267,14
0.850241,15,summer,12,0.03900799062543591,22.529510501564722,15
0.850241,16,summer,12,0.03960219896118916,22.644088693019064,16
0.850241,17,summer,12,0.03982706587679838,22.72026886918392,17
0.850241,18,summer,12,0.001709544091790386,4.818314476954621,2
0.850241,19,summer,12,0.002979279920327201,5.0477107962418755,3
0.850241,20,summer,12,0.0032099438573465703,5.200175066367324,4
0.850241,21,summer,12,0.003409673418427417,5.27637548378264,5
0.850241,22,summer,12,0.01039010029158728,9.463087459036533,3
0.850241,23,summer,12,0.012971551671198468,10.229732988795073,4
0.850241,24,summer,12,0.01426368448127426,10.611472570005187,5
0.850241,25,summer,12,0.027869545405372703,19.39832115706112,6
0.850241,26,summer,12,0.02983638473419345,21.181007473407817,7
0.850241,27,summer,12,0.036983076029820525,22.914435621287993,8
0.850241,28,summer,12,0.04232788420610414,24.599981676425926,9
0.850241,29,summer,12,0.045449257429177436,26.145566862902683,10
0.850241,30,summer,12,0.047012462507828055,26.547108087601245,11
0.850241,31,summer,12,0.04734492715311708,26.813860020135706,12
0.850241,32,summer,12,0.04744927938131315,26.89001956955984,13
0.850241,1,summer,13,0.0014886656770036896,4.404611078371345,1
0.850241,2,summer,13,0.008719420711867959,8.39307133722215,2
0.850241,3,summer,13,0.012879726456642324,11.438038732913657,3
0.850241,4,summer,13,0.017019308606434472,14.324673784469926,4
0.850241,5,summer,13,0.025784899377950803,17.1465434899698,5
0.850241,6,summer,13,0.02648380265392719,18.1116045210128,6
0.850241,7,summer,13,0.02861963369782807,18.884745924432906,7
0.850241,8,summer,13,0.03097463347540344,19.470449034601593,8
0.850241,9,summer,13,0.03321378762821619,20.016149226050512,9
0.850241,10,summer,13,0.03360737313748909,20.522299474961812,10
0.850241,11,summer,13,0.034274677448876995,20.972499009805553,11
0.850241,12,summer,13,0.03651500549271518,21.357350210284572,12
0.850241,13,summer,13,0.03720214423646121,21.675167487302076,13
0.850241,14,summer,13,0.037599901079657716,21.843344368964253,14
0.850241,15,summer,13,0.03804645313563758,21.99263215004414,15
0.850241,16,summer,13,0.03862549048592069,22.104542301769655,16
0.850241,17,summer,13,0.0388446185261252,22.178953665351653,17
0.850241,18,summer,13,0.0016687324650455889,4.70318942549172,2
0.850241,19,summer,13,0.002908766599017922,4.9272401354079065,3
0.850241,20,summer,13,0.0031340298517324224,5.076162159954164,4
0.850241,21,summer,13,0.00332908131467751,5.150592915703544,5
0.850241,22,summer,13,0.010140749278506346,9.236918661150337,3
0.850241,23,summer,13,0.012660511821878485,9.985650906631268,4
0.850241,24,summer,13,0.013921666232393614,10.35850760608734,5
0.850241,25,summer,13,0.027189465233289377,18.935046256245425,6
0.850241,26,summer,13,0.029107372199663265,20.675821219087958,7
0.850241,27,summer,13,0.03607587733389268,22.368522340171065,8
0.850241,28,summer,13,0.0412864881466763,24.014695098445756,9
0.850241,29,summer,13,0.04432907711923142,25.524321012223346,10
0.850241,30,summer,13,0.045852592464994804,25.916499374126538,11
0.850241,31,summer,13,0.04617660640190407,26.17705464932463,12
